Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BMS Enterprises	168.00	6	4-6 days	0.0	1.0	5	100%	0	0	1
HRS TRADERS INDIA	249.00	13		81.0	1.4821	4	77%	0	0	0
