Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
WEB-TAIL	3999.00	8,105		0.0	1.0	4	83%	1	0	1
ACCESS	4465.00	104	6-8 days	466.0	1.1165	4	70%	0	0	0
XANDZERO	5200.00	627		1201.0	1.3003	4.5	87%	1	0	0
Express Delivery Retail	5944.00	849		1945.0	1.4864	4	83%	1	0	0
G G	11623.00	4,505	11-19 days	7624.0	2.9065	4.5	87%	0	0	0
Cart2India SLP	12548.00	1,333	11-19 days	8549.0	3.1378	3	53%	0	0	0
