Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MUSIC CRAFT	5140.00	224		141.0	1.0282	4.5	79%	1	0	1
Musician's Point	5140.00	34	9-10 days	141.0	1.0282	3.5	65%	0	0	0
winning stroke	4999.00	97	6-8 days	0.0	1.0	4.5	89%	0	0	0
