Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
GrabAGadget	1955.00	5,221		95.0	1.0511	4	84%	1	0	0
LIFESTYLES	1860.00	897	4-8 days	0.0	1.0	4.5	89%	0	0	0
Appario Retail Private Ltd	1960.00	302,224		100.0	1.0538	4.5	93%	1	1	1
Billionairre	2050.00	3		190.0	1.1022	3.5	33%	1	0	0
Singhal Brother's	2699.00	167		839.0	1.4511	5	99%	0	0	0
