Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	5864.00	302,155		0.0	1.0	4.5	93%	1	1	1
UniqueClick	6197.00	2,193		333.0	1.0568	4	81%	1	0	0
CLICKBUY	6197.00	959		333.0	1.0568	4.5	88%	1	0	0
e9accessories	6999.00	9,670		1135.0	1.1936	4.5	92%	1	0	0
