Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	998.00	302,376		0.0	1.0	4.5	93%	1	1	1
ACE E-Tail	999.00	880		1.0	1.001	4.5	92%	1	0	0
e-STORES	999.00	577		1.0	1.001	4	74%	1	0	0
Bhavya Mobile	999.00	91		1.0	1.001	3	53%	1	0	0
CLICKBUY	999.00	959		1.0	1.001	4.5	88%	1	0	0
e-STORES	999.00	577		1.0	1.001	4	74%	0	0	0
Stonehenge Retail	1199.00	165		201.0	1.2014	4.5	89%	1	0	0
