Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Puna Store	1275.00	2,053		0.0	1.0	4.5	96%	1	0	0
Appario Retail Private Ltd	1275.00	302,155		0.0	1.0	4.5	93%	1	1	1
Extender	1299.00	201		24.0	1.0188	4.5	90%	1	0	0
A1Price A1Products	1299.00	7,008		24.0	1.0188	4.5	90%	1	0	0
Music Square	1430.00	3	6-8 days	155.0	1.1216	2.5	33%	0	0	0
