Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Stonehenge Retail	4499.00	165		0.0	1.0	4.5	89%	1	0	0
e9accessories	4499.00	9,671		0.0	1.0	4.5	92%	1	0	0
Appario Retail Private Ltd	4499.00	302,336		0.0	1.0	4.5	93%	1	1	1
Archies for you	4499.00	486		0.0	1.0	4.5	98%	1	0	0
UniqueClick	4933.00	2,193		434.0	1.0965	4	81%	1	0	0
Mega_tronics	5799.00	2,757		1300.0	1.289	4	85%	1	0	0
