Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Peach Imports	6999.00	498	12-19 days	0.0	1.0	4.5	84%	0	0	1
Kiron	12515.00	476	10-18 days	5516.0	1.7881	5	100%	0	0	0
