Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Alphatec Audio Video Pvt Ltd	5960.00	1		0.0	1.0	5	100%	1	0	1
Cambium Retail	5960.00	8,886		0.0	1.0	4.5	90%	1	0	0
Bajaao	5960.00	3,541		0.0	1.0	4.5	93%	1	0	0
Beats the musical instrument store	8000.00	4	4-6 days	2040.0	1.3423	3	25%	0	0	0
