Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Brainwavz Audio India	2599.00	651		0.0	1.0	4.5	94%	1	0	1
Brainwavz Audio India	2599.00	651	3-4 days	0.0	1.0	4.5	94%	0	0	1
Kiron	15900.00	476	9-17 days	13301.0	6.1177	5	100%	0	0	0
