Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1287.00	302,275		0.0	1.0	4.5	93%	1	1	1
Sujav Consultants	1499.00	156	4-5 days	212.0	1.1647	5	95%	0	0	0
