Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MAKING POSSIBLE	990.00	1	1-4 days	0.0	1.0	5	100%	0	0	0
Khushi NX	1199.00	19	6 days	209.0	1.2111	4	79%	0	0	1
Comet Busters®	1990.00	325		1000.0	2.0101	4.5	94%	1	0	0
