Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cannycom Store	2999.00	696		0.0	1.0	4.5	93%	1	0	1
BrandzWagon	3724.00		11-12 days	725.0	1.2417			0	0	0
VSM INDIA	7149.00	89	11-12 days	4150.0	2.3838	3.5	55%	0	0	0
OMNI RETAIL	7691.00	229		4692.0	2.5645	4.5	84%	1	0	0
