Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
M K TECHNOLOGIES®	518.00	115	6 days	0.0	1.0	3.5	70%	0	0	1
JMD STORES	519.00	28		1.0	1.0019	3.5	67%	0	0	0
SAI ELECTRONIC	549.00	27		31.0	1.0598	3	52%	0	0	0
Brand-In-Cheap	549.00		4-6 days	31.0	1.0598			0	0	0
