Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MrDeal	1017.99	16		0.0	1.0	4	79%	1	0	0
Appario	1017.99	929		0.0	1.0	4	71%	1	0	1
ecomstars	1018.99	2,859		1.0	1.001	4	82%	1	0	0
