Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
CableCreation IN	349.00	134		0.0	1.0	4.5	92%	1	0	1
G G	1593.00	4,510	8-13 days	1244.0	4.5645	4.5	86%	0	0	0
