Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario	1448.00	928		0.0	1.0	4	71%	1	0	1
e-Bazar	1449.00	44		1.0	1.0007	3	52%	1	0	0
STAR-MARK	1549.00	1,159		101.0	1.0698	4	72%	1	0	0
MrDeal	1549.00	16		101.0	1.0698	4	79%	1	0	0
