Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
INNOXX	1099.00	21		0.0	1.0	4.5	95%	1	0	1
STS Shop	3010.00	1,156	9-16 days	1911.0	2.7389	4	76%	0	0	0
G G	4077.00	4,507	10-18 days	2978.0	3.7097	4.5	86%	0	0	0
Peach Imports	4199.00	498	12-19 days	3100.0	3.8207	4.5	84%	0	0	0
Cart2India SLP	4348.00	1,334	10-18 days	3249.0	3.9563	3	53%	0	0	0
