Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Spacely Digital LLP	1199.00	6		0.0	1.0	4.5	83%	1	0	1
Spacely Digital LLP	1399.00	6	4-5 days	200.0	1.1668	4.5	83%	0	0	1
