Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
RENTOPCDOTCOM	129.00	375		0.0	1.0	4.5	90%	1	0	1
Cart2India SLP	1574.00	1,334	9-17 days	1445.0	12.2016	3	53%	0	0	0
