Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Techretailer	1699.00	142		0.0	1.0	4.5	90%	1	0	1
House Of Electronics	2889.00	23	5-7 days	1190.0	1.7004	4	79%	0	0	0
24*7DEALS	2990.00	2,147		1291.0	1.7599	2.5	41%	1	0	0
