Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
best_buyaxz	4390.00	1,947		0.0	1.0	4.5	93%	1	0	1
SANGEETH MAHAL MUSICALS	4399.00	6		9.0	1.0021	3.5	50%	0	0	0
Deal Square	4600.00	1		210.0	1.0478	5	100%	0	0	0
micronix infosol	4599.00	3	6-8 days	209.0	1.0476	3.5	67%	0	0	0
Nst online	4786.00	541	5-8 days	396.0	1.0902	4.5	89%	0	0	0
Express Delivery Retail	4999.00	849		609.0	1.1387	4	83%	1	0	0
