Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ElectroBuzz	7500.00	4	5-7 days	0.0	1.0	5	100%	0	0	1
India's Family Shopping	8799.00		5-7 days	1299.0	1.1732			0	0	0
