Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MAY Store	3799.00	1,287	11-18 days	0.0	1.0	4	74%	0	0	1
Cart2India SLP	4140.00	1,334	11-19 days	341.0	1.0898	3	53%	0	0	0
STS Shop	4199.00	1,155	10-17 days	400.0	1.1053	4	76%	0	0	0
