Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
CIRCUIT BOARD	15680.00	1,772		0.0	1.0	5	100%	1	0	0
SOUND MASTERS	15700.00	334		20.0	1.0013	5	100%	1	0	0
Discount_Store_	16990.00	71	5-8 days	1310.0	1.0835	4.5	90%	0	0	0
