Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Kharidiye dot com	8999.00	8,320	4-8 days	0.0	1.0	4	84%	0	0	1
5 star retail	12499.00	9		3500.0	1.3889	4	89%	1	0	0
jannatinfo	12495.00	505	10-15 days	3496.0	1.3885	4.5	95%	0	0	0
Cart2India SLP	13866.00	1,334	10-18 days	4867.0	1.5408	3	53%	0	0	0
Peach Imports	15999.00	498	12-19 days	7000.0	1.7779	4.5	84%	0	0	0
