Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Tarzen	1099.00		6 days	0.0	1.0			0	0	1
ARTASTAR	1199.00	2		100.0	1.091	3	50%	0	0	0
