Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
DEALS AMAZING	849.00	1,250		0.0	1.0	4	82%	1	0	1
True Accessories	876.00	196		27.0	1.0318	4.5	91%	1	0	0
Digital Xpert	885.00	1,034		36.0	1.0424	5	97%	1	0	0
EasyShoppe	870.00	19		21.0	1.0247	3.5	63%	0	0	0
