Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	8330.00	302,407		0.0	1.0	4.5	93%	1	1	1
Starone Electronics	9000.00	26		670.0	1.0804	4.5	92%	1	0	0
ACCESS	9000.00	104		670.0	1.0804	4	70%	0	0	0
NAYA GADGET	9799.00	22		1469.0	1.1764	4	80%	0	0	0
Peach Imports	13999.00	498	13-20 days	5669.0	1.6806	4.5	84%	0	0	0
Cart2India SLP	24350.00	1,334	10-18 days	16020.0	2.9232	3	53%	0	0	0
