Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	3890.00	302,154		0.0	1.0	4.5	93%	1	1	1
Kiron	16065.00	476	11-19 days	12175.0	4.1298	5	100%	0	0	0
