Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Annova India Electronic Pvt Ltd	2221.00	2	6-7 days	0.0	1.0	4.5	100%	0	0	1
PRATAP & CO	2800.00	926	24-37 days	579.0	1.2607	5	99%	0	0	0
