Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Jabra Connect India Pvt Ltd	28900.00	16	5-7 days	0.0	1.0	4	75%	0	0	1
Peach Imports	39999.00	498	12-19 days	11099.0	1.384	4.5	84%	0	0	0
