Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cart2India SLP	1679.00	1,334		0.0	1.0	3	53%	1	0	1
ATM RETAIL	1685.00	1,967		6.0	1.0036	4.5	87%	1	0	0
