Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Pro Audio Seller	13263.00	19	3-5 days	0.0	1.0	4.5	89%	0	0	0
Alphatec Audio Video Pvt Ltd	13264.00	1		1.0	1.0001	5	100%	1	0	1
Electric-Deals	13264.00	1,303		1.0	1.0001	4.5	94%	1	0	0
