Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
COLORTRADES	340.00	944		0.0	1.0	4.5	97%	1	0	1
Appario Retail Private Ltd	447.00	302,460		107.0	1.3147	4.5	93%	1	1	0
