Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
OneAudio India	3239.00	519		0.0	1.0	5	97%	1	0	1
Peach Imports	12999.00	498	19-26 days	9760.0	4.0133	4.5	84%	0	0	0
Kiron	16065.00	476	11-19 days	12826.0	4.9599	5	100%	0	0	0
