Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BrandzWagon	4999.00		6-8 days	0.0	1.0			0	0	0
Appario Retail Private Ltd	5120.00	302,155		121.0	1.0242	4.5	93%	1	1	1
VSM INDIA	5999.00	89	6-8 days	1000.0	1.2	3.5	55%	0	0	0
S & S Company	7999.00	2,830		3000.0	1.6001	4	79%	1	0	0
Mega_tronics	8999.00	2,755		4000.0	1.8002	4	85%	1	0	0
