Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario	8948.00	928		0.0	1.0	4	71%	1	0	1
Kohinoor06	8949.00	6		1.0	1.0001	2	33%	1	0	0
BUYMORESAVEMORE	8999.00	3		51.0	1.0057	5	100%	1	0	0
Cambium Retail	11999.00	8,887		3051.0	1.341	4.5	89%	1	0	0
