Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Vhatke	3999.00		6-8 days	0.0	1.0			0	0	0
Appario Retail Private Ltd	4161.00	302,234		162.0	1.0405	4.5	93%	1	1	1
WEB-TAIL	4599.00	8,105		600.0	1.15	4	83%	1	0	0
