Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	2799.00	302,407		0.0	1.0	4.5	93%	1	1	1
Starone Electronics	2799.20	26		0.2	1.0001	4.5	92%	1	0	0
