Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MUSIC CRAFT	4800.00	224		0.0	1.0	4.5	79%	1	0	0
Cambium Retail	4800.00	8,886		0.0	1.0	4.5	90%	1	0	1
Panoply Digital	4800.00	153	6-8 days	0.0	1.0	4.5	92%	0	0	0
G G	10790.00	4,506	11-19 days	5990.0	2.2479	4.5	87%	0	0	0
Cart2India SLP	12425.00	1,334	11-19 days	7625.0	2.5885	3	53%	0	0	0
