Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	19055.00	302,151		0.0	1.0	4.5	93%	1	1	1
Musician Jack	19055.00	658		0.0	1.0	4.5	86%	1	0	0
Pro Audio Seller	19055.00	19	5-6 days	0.0	1.0	4.5	89%	0	0	0
STS Shop	24241.00	1,155	10-17 days	5186.0	1.2722	4	76%	0	0	0
Kiron	71940.00	476	11-19 days	52885.0	3.7754	5	100%	0	0	0
