Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Discount_Store_	1170.00	71		0.0	1.0	4.5	90%	0	0	0
TROIKA SERVICES	1170.00		6-7 days	0.0	1.0			0	0	0
Raj Rajeshwari Enterprises	1170.00	1		0.0	1.0	1	0%	0	0	0
Ondots	1299.00	92		129.0	1.1103	3	54%	1	0	1
best_buyaxz	1399.00	1,949		229.0	1.1957	4.5	92%	1	0	0
