Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Shasha Deals	1699.00	70	6-8 days	0.0	1.0	3.5	57%	0	0	0
I-PLUS SOLUTIONS	1925.00	63		226.0	1.133	4	78%	1	0	1
camnaccstore	1930.00	611		231.0	1.136	4	77%	1	0	0
VISHAL INFOTECH PUNE	1880.00	134		181.0	1.1065	3.5	65%	0	0	0
Cart2India SLP	6086.00	1,333	11-19 days	4387.0	3.5821	3	53%	0	0	0
