Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cart2India SLP	6546.00	1,334	11-19 days	0.0	1.0	3	53%	0	0	1
Peach Imports	9999.00	498	13-20 days	3453.0	1.5275	4.5	84%	0	0	0
Kiron	12510.00	476	11-19 days	5964.0	1.9111	5	100%	0	0	0
