Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
STAR-MARK	890.00	1,159		0.0	1.0	4	72%	1	0	1
Peach Imports	4999.00	498	12-19 days	4109.0	5.6169	4.5	84%	0	0	0
