Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
UnboxJapan	2990.00	678	10-18 days	0.0	1.0	3.5	62%	0	0	0
Panoply Digital	3807.00	153	5-7 days	817.0	1.2732	4.5	92%	0	0	1
AST Japan	5513.51	259	16-24 days	2523.51	1.844	4.5	93%	0	0	0
