Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Edifier online store	5780.00	163		0.0	1.0	4.5	88%	1	0	1
V direct	5780.00	20	16-23 days	0.0	1.0	4	80%	0	0	0
Edifier India	5790.00	3		10.0	1.0017	5	100%	1	0	0
