Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	837.00	302,155		0.0	1.0	4.5	93%	1	1	1
Kharidiye dot com	839.00	8,320		2.0	1.0024	4.5	85%	1	0	0
Vui Online	950.00	74	6-8 days	113.0	1.135	4.5	85%	0	0	0
tolbhav	839.00	188	5-10 days	2.0	1.0024	4.5	96%	0	0	0
R2Services_BLR	979.00	277	4-8 days	142.0	1.1697	4	78%	0	0	0
RADIO & GRAMOPHONE HOUSE	990.00	742		153.0	1.1828	4.5	83%	0	0	0
Nst online	1090.00	541	5-8 days	253.0	1.3023	4.5	89%	0	0	0
