Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario	397.00	929		0.0	1.0	4	71%	1	0	1
GoodAsNew!	398.00	205		1.0	1.0025	3.5	67%	1	0	0
ShivaSheesh	419.30	54		22.3	1.0562	3	50%	1	0	0
MrDeal	447.00	16		50.0	1.1259	4	79%	1	0	0
ecomstars	447.00	2,859		50.0	1.1259	4	82%	1	0	0
