Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MrDeal	595.99	16		0.0	1.0	4	79%	1	0	1
SooperDeal	596.00	53		0.01	1.0	3.5	53%	1	0	0
