Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Perk Technologies	1599.00	17	4-6 days	0.0	1.0	3.5	65%	0	0	0
Appario Retail Private Ltd	1999.00	302,342		400.0	1.2502	4.5	93%	1	1	1
