Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	11999.00	302,215		0.0	1.0	4.5	93%	1	1	1
Cambium Retail	11999.00	8,886		0.0	1.0	4.5	90%	1	0	0
Computronics Multivision Pvt Ltd	18700.00	131	13-15 days	6701.0	1.5585	4	75%	0	0	0
