Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ProAudioVideo	900.00	292		0.0	1.0	3.5	67%	0	0	1
Galaxie India	995.00	59		95.0	1.1056	4.5	100%	1	0	0
