Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Annova India Electronic Pvt Ltd	1135.00	2	6-7 days	0.0	1.0	4.5	100%	0	0	1
PRATAP & CO	2800.00	926	24-37 days	1665.0	2.467	5	99%	0	0	0
G G	2839.00	4,511	10-18 days	1704.0	2.5013	4.5	87%	0	0	0
