Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	2298.00	302,202		0.0	1.0	4.5	93%	1	1	1
Cannycom Store	2299.00	696		1.0	1.0004	4.5	93%	1	0	0
ACE E-Tail	2299.00	880		1.0	1.0004	4.5	92%	1	0	0
KOP TECHNOS	2299.00	623		1.0	1.0004	4.5	83%	1	0	0
