Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1999.20	302,275		0.0	1.0	4.5	93%	1	1	1
G G	6058.00	4,507	10-18 days	4058.8	3.0302	4.5	86%	0	0	0
