Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
KIDA Retail Private Ltd	2999.00	15,527		0.0	1.0	4	84%	1	0	1
Flash Distribution	3999.00	92		1000.0	1.3334	4.5	87%	1	0	0
Cart2India SLP	8526.00	1,333	11-19 days	5527.0	2.8429	3	53%	0	0	0
