Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Sky Sales	3539.00	9		0.0	1.0	5	100%	1	0	1
OMNI RETAIL	3799.00	229		260.0	1.0735	4.5	84%	1	0	0
M/S COMPU WORLD	3990.00	151	11-12 days	451.0	1.1274	3.5	68%	0	0	0
Classic Network and Computers	4282.00	1,925	11-12 days	743.0	1.2099	4	83%	0	0	0
