Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
UV Techchnologies	949.00	9	6-8 days	0.0	1.0	4	78%	0	0	0
Appario Retail Private Ltd	998.00	302,155		49.0	1.0516	4.5	93%	1	1	1
it Peripherals	999.00	95		50.0	1.0527	3.5	64%	1	0	0
yash2225	1249.00	130		300.0	1.3161	3.5	66%	1	0	0
