Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1199.00	302,342		0.0	1.0	4.5	93%	1	1	1
Gadget House India	1299.00	187		100.0	1.0834	4	78%	1	0	0
