Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
CLICKBUY	5999.00	959		0.0	1.0	4.5	88%	1	0	0
Appario Retail Private Ltd	5999.00	302,277		0.0	1.0	4.5	93%	1	1	1
R S Trade	5999.00	351		0.0	1.0	4.5	94%	1	0	0
Electro Mart	8499.00	12		2500.0	1.4167	3.5	67%	1	0	0
