Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	599.00	302,269		0.0	1.0	4.5	93%	1	1	1
Cart2India SLP	3548.00	1,334	10-18 days	2949.0	5.9232	3	53%	0	0	0
